504,29637,00:01.2,00:19.4,835ae057-b596-4510-b93e-2060284ad67a,* Assistance Request,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29637,0001-01-03 00:00:00,\N,
504,29636,00:01.2,00:19.4,835ae057-b596-4510-b93e-2060284ad67a,* Panic Alert Cancelled,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29636,0001-01-03 00:00:00,\N,
504,29603,00:01.2,00:19.6,835ae057-b596-4510-b93e-2060284ad67a,* Power Disconnected,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29603,0001-01-03 00:00:00,\N,
504,29606,00:01.2,00:19.8,835ae057-b596-4510-b93e-2060284ad67a,* Low Internal Battery,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,3,10039,1,29606,0001-01-03 00:00:00,\N,
504,29820,00:01.2,00:19.8,835ae057-b596-4510-b93e-2060284ad67a,704:Two Weekly Driving,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29820,0001-01-03 00:00:00,\N,
504,29651,00:01.2,00:19.9,835ae057-b596-4510-b93e-2060284ad67a,* Input 1 Low,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29651,0001-01-03 00:00:00,\N,
504,29653,00:01.2,00:19.9,835ae057-b596-4510-b93e-2060284ad67a,* Input 2 Low,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29653,0001-01-03 00:00:00,\N,
504,29635,00:01.2,00:19.9,835ae057-b596-4510-b93e-2060284ad67a,* Panic Alert,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29635,0001-01-03 00:00:00,\N,
504,29832,00:01.2,00:19.9,835ae057-b596-4510-b93e-2060284ad67a,812:Required Rest In 7 days,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29832,0001-01-03 00:00:00,\N,
504,29800,00:01.2,00:20.1,835ae057-b596-4510-b93e-2060284ad67a,203:Daily Driving,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29800,0001-01-03 00:00:00,\N,
504,29809,00:01.2,00:20.1,835ae057-b596-4510-b93e-2060284ad67a,204:Daily Off Duty Deferral,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29809,0001-01-03 00:00:00,\N,
504,29824,00:01.2,00:20.1,835ae057-b596-4510-b93e-2060284ad67a,802:Daily Rest,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29824,0001-01-03 00:00:00,\N,
504,29829,00:01.2,00:20.3,835ae057-b596-4510-b93e-2060284ad67a,811:Driving in 7 day period,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29829,0001-01-03 00:00:00,\N,
504,-80,00:01.2,00:20.5,835ae057-b596-4510-b93e-2060284ad67a,3-Axis - Road Roughness = Off Road,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,\N,\N,1,10202,0,-80,0001-01-03 00:00:00,\N,
504,29818,00:01.2,00:20.5,835ae057-b596-4510-b93e-2060284ad67a,514:Shift Total,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29818,0001-01-03 00:00:00,\N,
504,29821,00:01.2,00:20.6,835ae057-b596-4510-b93e-2060284ad67a,702:Two Weekly Rest,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29821,0001-01-03 00:00:00,\N,
504,29600,00:01.2,00:21.0,835ae057-b596-4510-b93e-2060284ad67a,* Ignition On,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29600,0001-01-03 00:00:00,\N,
504,29641,00:01.2,00:21.0,835ae057-b596-4510-b93e-2060284ad67a,* PTO Disengaged,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29641,0001-01-03 00:00:00,\N,
504,-78,00:01.2,00:21.2,835ae057-b596-4510-b93e-2060284ad67a,3-Axis - Possible Bumper Bash,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,\N,\N,1,10200,0,-78,0001-01-03 00:00:00,\N,
504,-79,00:01.2,00:21.4,835ae057-b596-4510-b93e-2060284ad67a,3-Axis - Road Roughness = Rough,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,\N,\N,1,10202,0,-79,0001-01-03 00:00:00,\N,
504,29819,00:01.2,00:21.4,835ae057-b596-4510-b93e-2060284ad67a,706:Reduced Rest Compensation,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,0,0,1,29819,0001-01-03 00:00:00,\N,
504,29605,00:01.2,00:21.6,835ae057-b596-4510-b93e-2060284ad67a,* Low Vehicle Battery,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,3,10039,1,29605,0001-01-03 00:00:00,\N,
504,29610,00:01.2,00:21.6,835ae057-b596-4510-b93e-2060284ad67a,* Road Speed Limit Exceeded,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,\N,\N,3,1,1,29610,0001-01-03 00:00:00,\N,
